SK_ID_CURR,prediction
285381,0
300518,0
130883,0
223756,0
454507,0
344130,0
447175,0
311830,0
375826,0
107932,0
311114,0
293836,0
271438,0
188064,0
237433,0
246381,0
223383,0
119037,0
176753,0
252766,0
453057,0
214831,0
120511,0
373008,0
436907,0
200210,0
455387,0
396419,0
263923,0
345605,0
292047,0
349410,0
361794,0
212606,0
381294,0
365821,0
450922,0
356504,0
272876,0
146790,0
421927,0
364030,0
251250,0
262139,0
422864,0
127414,0
221907,0
277605,0
434880,0
419637,0
136631,0
454573,0
196134,0
300327,0
335226,0
320230,0
110464,0
351260,0
155245,0
260917,0
389158,0
249297,0
365980,0
365380,0
125034,0
380469,0
225033,0
416168,0
186797,0
368002,0
157430,0
230634,0
368571,0
453045,0
263817,0
269615,0
130193,0
361553,0
439201,0
434623,0
267267,0
281084,0
146625,0
437677,0
108995,0
164748,0
237927,0
210507,0
206688,0
381038,0
315360,0
312427,0
161025,0
400231,0
119038,0
177855,0
296689,0
273094,0
278667,0
421221,0
214253,0
209860,0
293940,0
105522,0
431878,0
119527,0
166459,0
174786,0
298907,0
354507,0
430907,0
278227,0
318015,0
148262,0
207557,0
312274,0
187363,0
127158,0
254441,0
114616,0
188704,0
452621,0
405812,0
267147,0
152424,0
145611,0
366581,0
294561,0
111218,0
260638,0
297087,0
238902,0
267551,0
439641,0
439114,0
418362,0
228551,0
392766,0
149629,0
445577,0
254078,0
186285,0
113452,0
268597,0
432760,0
158798,0
136392,0
409720,0
415832,0
146894,0
124534,0
391255,0
233251,0
421870,0
144228,0
134227,0
153621,0
272683,0
421318,0
215843,0
269397,0
222598,0
119222,0
174601,0
262358,0
132048,0
365425,0
405659,0
161420,0
281156,0
115921,0
445231,0
238543,0
293335,0
219030,0
148146,0
342766,0
278818,0
356544,0
389681,0
133199,0
257519,0
206855,0
171854,0
217768,0
306036,0
315805,0
399336,0
208921,0
272652,0
452087,0
194198,0
140919,0
314838,0
267420,0
223036,0
238154,0
164113,0
374890,0
170394,0
414103,0
244869,0
427354,0
444245,0
283762,0
207611,0
272600,0
257453,0
422712,0
237163,0
221184,0
342903,0
291342,0
230231,0
297796,0
150370,0
110904,0
246922,0
252761,0
453779,0
123084,0
230079,0
327516,0
107366,0
411868,0
248595,0
450047,0
240634,0
411693,0
338287,0
453623,0
304056,0
297009,0
184706,0
212341,0
266604,0
162006,0
268838,0
268181,0
357080,0
405793,0
209519,0
228428,0
425473,0
222406,0
371737,0
177502,0
128411,0
329738,0
362765,0
187443,0
403471,0
431183,0
442697,0
360025,0
356610,0
453504,0
362624,0
180621,0
363886,0
101322,0
232819,0
290804,0
346753,0
283898,0
165407,0
214551,0
206304,0
199112,0
380898,0
320092,0
168849,0
337728,0
107473,0
109211,0
443405,0
112144,0
133222,0
278376,0
326914,0
150014,0
262598,0
308249,0
312577,0
419696,0
210634,0
140611,0
324379,0
260355,0
352634,0
178846,0
178161,0
299104,0
221191,0
337242,0
153187,0
222513,0
408360,0
278159,0
443006,0
325741,0
315384,0
122957,0
176115,0
276490,0
228311,0
356008,0
424801,0
330866,0
321813,0
281656,0
274478,0
104115,0
191106,0
427879,0
208632,0
267850,0
386441,0
276760,0
233119,0
301671,0
330233,0
382941,0
351514,0
438067,0
266103,0
277540,0
162381,0
192363,0
395727,0
432589,0
276272,0
158297,0
431877,0
228313,0
109133,0
264853,0
288272,0
299155,0
176099,0
201136,0
245159,0
431503,0
138721,0
446100,0
216017,0
211066,0
347780,0
182564,0
389182,0
316743,0
361513,0
283332,0
252363,0
390009,0
397651,0
454577,0
452683,0
329783,0
316375,0
434805,0
151572,0
115505,0
393915,0
296716,0
135417,0
263417,0
324657,0
410603,0
123711,0
213272,0
411098,0
416639,0
330582,0
213041,0
443715,0
159008,0
129037,0
315750,0
177450,0
103909,0
195503,0
360716,0
106230,0
250256,0
339466,0
217263,0
439908,0
341581,0
312618,0
180683,0
307628,0
182168,0
151217,0
280513,0
297558,0
332589,0
339834,0
303200,0
274445,0
329152,0
277482,0
189297,0
148675,0
244726,0
451237,0
338473,0
172162,0
287892,0
353831,0
258332,0
382692,0
423268,0
254517,0
440355,0
233357,0
129839,0
332312,0
302214,0
317498,0
215350,0
429070,0
381848,0
144209,0
362266,0
429005,0
285894,0
358526,0
454051,0
290217,0
362549,0
239528,0
297090,0
202856,0
305835,0
168760,0
336893,0
174425,0
298201,0
252352,0
107029,0
250338,0
263818,0
125342,0
229872,0
152250,0
336044,0
365874,0
453270,0
192232,0
327313,0
422038,0
182632,0
141683,0
240832,0
133975,0
226114,0
375786,0
166177,0
142154,0
191779,0
386049,0
121030,0
260570,0
191245,0
178075,0
116112,0
404656,0
322041,0
195947,0
375628,0
199854,0
357355,0
336630,0
435105,0
187212,0
227727,0
285239,0
117919,0
161402,0
314413,0
281335,0
377845,0
273459,0
160944,0
290149,0
250422,0
268229,0
162134,0
287074,0
158380,0
101968,0
438618,0
381902,0
336170,0
269336,0
387303,0
166726,0
184580,0
421947,0
141781,0
103656,0
323683,0
386960,0
199349,0
265223,0
382690,0
168016,0
147187,0
352894,0
318796,0
386577,0
367968,0
294022,0
284603,0
124122,0
368440,0
212272,0
122412,0
164487,0
238446,0
120419,0
107910,0
197248,0
302600,0
101309,0
331667,0
432934,0
436848,0
169813,0
309835,0
343240,0
345215,0
383982,0
132910,0
439062,0
348610,0
282819,0
243391,0
358684,0
332883,0
210288,0
214058,0
370992,0
165965,0
142017,0
364868,0
219638,0
445777,0
167568,0
439474,0
105288,0
309254,0
254166,0
173044,0
215994,0
357838,0
123161,0
445622,0
435213,0
110762,0
403627,0
357574,0
138410,0
199285,0
179498,0
292630,0
201380,0
125072,0
165214,0
294464,0
195139,0
416102,0
189568,0
447953,0
375224,0
126086,0
180238,0
417985,0
240238,0
296617,0
139550,0
389821,0
245809,0
100485,0
125197,0
368500,0
181913,0
425085,0
162638,0
255815,0
362047,0
175567,0
323864,0
114378,0
270416,0
437629,0
322545,0
179822,0
214083,0
320327,0
326765,0
419074,0
138918,0
313160,0
200529,0
327918,0
440011,0
409207,0
204975,0
157215,0
222820,0
195623,0
299584,0
430474,0
450541,0
144515,0
229839,0
129859,0
139470,0
344413,0
346793,0
419744,0
235016,0
221856,0
370399,0
154082,0
232875,0
178449,0
178198,0
381062,0
283518,0
289713,0
401622,0
145037,0
139626,0
127119,0
417313,0
200954,0
338484,0
149093,0
262899,0
434486,0
189168,0
233466,0
278783,0
354332,0
218230,0
266597,0
210258,0
263854,0
297137,0
213682,0
429761,0
339749,0
161345,0
305274,0
223023,0
355833,0
236007,0
133809,0
182941,0
455394,0
321228,0
184891,0
328263,0
387247,0
173863,0
141261,0
118688,0
125846,0
344993,0
175019,0
152768,0
214111,0
146612,0
444591,0
111995,0
176751,0
231080,0
419255,0
206238,0
324221,0
169425,0
212271,0
442155,0
343688,0
195141,0
257115,0
252385,0
188113,0
323725,0
287421,0
286074,0
336659,0
306026,0
156520,0
281144,0
262886,0
312360,0
234888,0
174299,0
117987,0
124781,0
189815,0
409499,0
262174,0
248086,0
250160,0
440049,0
196803,0
193383,0
213725,0
178598,0
325640,0
292815,0
237883,0
124918,0
187106,0
160474,0
131547,0
254882,0
103482,0
233804,0
135503,0
140229,0
359144,0
436223,0
431398,0
428808,0
348830,0
141266,0
264171,0
178627,0
217047,0
359740,0
212495,0
135670,0
299233,0
399748,0
310013,0
198418,0
198693,0
355664,0
110920,0
168234,0
126945,0
182119,0
447434,0
208993,0
299646,0
336123,0
151616,0
270205,0
266326,0
272395,0
353872,0
197816,0
401266,0
159496,0
396982,0
354530,0
227747,0
171572,0
113472,0
144319,0
427905,0
285644,0
445414,0
383847,0
309796,0
127482,0
105902,0
126704,0
222116,0
131674,0
294131,0
410396,0
312150,0
218219,0
297819,0
415454,0
102647,0
350413,0
141284,0
454026,0
435041,0
110609,0
364168,0
421894,0
357620,0
227851,0
440212,0
385636,0
272015,0
160452,0
141343,0
380398,0
158173,0
215472,0
434508,0
385861,0
171957,0
244371,0
369652,0
232241,0
133553,0
266275,0
218440,0
114088,0
112575,0
249143,0
438137,0
251849,0
338388,0
329699,0
335907,0
222030,0
396722,0
176402,0
315991,0
291964,0
332292,0
101040,0
408296,0
173494,0
253659,0
330256,0
317310,0
117565,0
279443,0
155869,0
390154,0
383627,0
128649,0
152370,0
234439,0
329436,0
187324,0
233230,0
432359,0
379681,0
228262,0
216854,0
107178,0
238331,0
413200,0
214026,0
312992,0
253732,0
454951,0
112138,0
293337,0
441485,0
112494,0
362161,0
177261,0
238604,0
299617,0
124101,0
108138,0
228740,0
448436,0
129913,0
395953,0
211318,0
188642,0
126560,0
262668,0
240385,0
323310,0
144751,0
448089,0
259795,0
242351,0
118017,0
120965,0
406839,0
185768,0
452575,0
265573,0
373442,0
443125,0
170247,0
200892,0
377031,0
220592,0
242846,0
323933,0
110051,0
276970,0
420994,0
404978,0
312881,0
103441,0
392596,0
238733,0
393212,0
358875,0
381822,0
259955,0
316500,0
380258,0
338830,0
416284,0
250392,0
234587,0
196765,0
440845,0
365876,0
274550,0
446455,0
187216,0
312778,0
313119,0
154328,0
381492,0
393811,0
441186,0
208676,0
226922,0
237298,0
256260,0
280763,0
331830,0
342907,0
213130,0
401551,0
395023,0
257291,0
330175,0
279899,0
319249,0
216356,0
224588,0
132444,0
157779,0
189161,0
370054,0
381442,0
185205,0
280421,0
205454,0
335515,0
150491,0
146205,0
402147,0
357629,0
348193,0
301182,0
309619,0
364044,0
166000,0
452742,0
325904,0
292014,0
373670,0
107754,0
421907,0
152168,0
217345,0
370119,0
225801,0
226182,0
210015,0
436971,0
378437,0
182059,0
145190,0
350663,0
196192,0
141755,0
421789,0
268263,0
204289,0
445879,0
375462,0
186942,0
442745,0
395410,0
258324,0
289081,0
237510,0
217277,0
330644,0
200469,0
325902,0
181133,0
362898,0
429941,0
275803,0
445344,0
363490,0
309375,0
269651,0
382279,0
239580,0
326828,0
120504,0
431516,0
425393,0
288833,0
419126,0
408562,0
450975,0
295755,0
334619,0
406164,0
110169,0
251971,0
287048,0
269432,0
320581,0
372480,0
361223,0
354143,0
402190,0
385022,0
337507,0
219557,0
453037,0
207115,0
290185,0
105080,0
391657,0
177827,0
310626,0
136732,0
450506,0
301341,0
277899,0
378373,0
421645,0
120893,0
364704,0
266614,0
418797,0
267507,0
421178,0
154626,0
389859,0
181763,0
219869,0
217818,0
281470,0
124661,0
372520,0
109665,0
104263,0
322929,0
384347,0
307268,0
342550,0
112731,0
426714,0
412812,0
363280,0
358734,0
407980,0
372545,0
209811,0
338914,0
441494,0
247574,0
328582,0
289528,0
133110,0
206892,0
378254,0
333256,0
244011,0
450949,0
445071,0
446692,0
255779,0
108038,0
381626,0
201702,0
119007,0
140139,0
396842,0
142108,0
364003,0
139905,0
157713,0
370186,0
267943,0
394531,0
175166,0
285082,0
311779,0
394068,0
285990,0
194811,0
161427,0
277533,0
267299,0
163414,0
368478,0
395594,0
187532,0
101405,0
286150,0
306375,0
437199,0
345794,0
378939,0
321293,0
216799,0
370389,0
416994,0
277647,0
294212,0
332770,0
380949,0
424094,0
348226,0
366661,0
441274,0
263273,0
189787,0
381906,0
420940,0
304076,0
338397,0
120595,0
143953,0
257703,0
324508,0
354762,0
408567,0
240136,0
300026,0
397520,0
398285,0
330998,0
176307,0
310936,0
350076,0
254086,0
159148,0
121969,0
364257,0
426668,0
248134,0
193742,0
101094,0
441968,0
180386,0
388310,0
424497,0
401569,0
161542,0
270824,0
246042,0
317179,0
386314,0
110108,0
394375,0
353922,0
217757,0
151076,0
361857,0
316346,0
214259,0
158910,0
158909,0
358499,0
440136,0
117013,0
162361,0
133195,0
427416,0
163955,0
352678,0
281828,0
155618,0
355230,0
332913,0
168717,0
267312,0
238353,0
307975,0
331548,0
421135,0
279369,0
145727,0
419247,0
329477,0
260205,0
225345,0
306491,0
373498,0
328811,0
139086,0
451070,0
122763,0
297519,0
172115,0
386251,0
215002,0
123006,0
301333,0
420455,0
370721,0
389540,0
115128,0
239903,0
296563,0
190540,0
337395,0
314407,0
190404,0
312953,0
396131,0
324177,0
369101,0
178505,0
283594,0
384618,0
129888,0
256284,0
454682,0
132481,0
115826,0
309059,0
427959,0
151956,0
122327,0
437240,0
332507,0
436097,0
311292,0
232007,0
390466,0
397111,0
337966,0
153444,0
213421,0
362562,0
338805,0
165056,0
133585,0
430201,0
238787,0
235000,0
278549,0
332842,0
115748,0
414425,0
384114,0
450798,0
154540,0
250852,0
239036,0
172360,0
261577,0
440513,0
317647,0
333531,0
274319,0
454373,0
401930,0
315575,0
116359,0
262589,0
421398,0
455445,0
400766,0
229193,0
330292,0
326568,0
146158,0
290925,0
215461,0
243127,0
339951,0
225745,0
166921,0
436158,0
277914,0
329636,0
143137,0
381982,0
379946,0
368477,0
346899,0
158434,0
412946,0
271965,0
183387,0
411617,0
131805,0
180114,0
111820,0
407738,0
306373,0
188761,0
267022,0
189616,0
435304,0
179552,0
270446,0
386630,0
396521,0
264153,0
220442,0
100103,0
109333,0
148155,0
433393,0
342427,0
345475,0
300982,0
423501,0
454234,0
453732,0
368109,0
234009,0
146248,0
264421,0
410680,0
359213,0
358269,0
231104,0
237324,0
295254,0
275745,0
192346,0
394806,0
404377,0
302589,0
450334,0
455582,0
272873,0
368955,0
178487,0
389074,0
384185,0
108841,0
254037,0
392672,0
300920,0
358967,0
294427,0
170488,0
415174,0
177334,0
160403,0
366857,0
255064,0
345148,0
203524,0
258521,0
435518,0
397945,0
217697,0
198915,0
144343,0
154234,0
273904,0
215636,0
355035,0
261739,0
454934,0
130319,0
248022,0
357752,0
272260,0
318010,0
366943,0
435405,0
101505,0
365678,0
256430,0
242303,0
159051,0
192925,0
235155,0
409568,0
153877,0
213435,0
409082,0
409671,0
132072,0
332314,0
121278,0
186793,0
153024,0
308666,0
132293,0
242534,0
363957,0
386912,0
406806,0
370322,0
273784,0
138270,0
140649,0
160125,0
294924,0
252727,0
400100,0
168121,0
432206,0
311216,0
114525,0
260963,0
392478,0
359204,0
239849,0
142262,0
193792,0
395485,0
141246,0
257984,0
437931,0
439681,0
197659,0
182480,0
209245,0
160391,0
192821,0
303044,0
444665,0
192860,0
342073,0
186621,0
395228,0
272362,0
346508,0
132798,0
177071,0
260169,0
118234,0
387228,0
428036,0
385692,0
312269,0
312840,0
281888,0
342748,0
405721,0
281553,0
410441,0
118682,0
367839,0
221922,0
205726,0
197222,0
367702,0
224537,0
115657,0
450222,0
410803,0
215471,0
434828,0
449396,0
258546,0
180366,0
110817,0
306485,0
251688,0
136151,0
307119,0
308586,0
311760,0
206949,0
362116,0
401232,0
225866,0
270675,0
435290,0
127549,0
329883,0
397333,0
353789,0
382715,0
121707,0
410671,0
267787,0
408755,0
115599,0
272399,0
143045,0
275025,0
142699,0
282804,0
271141,0
364477,0
191149,0
304198,0
396862,0
334519,0
146407,0
158948,0
380236,0
368219,0
305449,0
297070,0
286362,0
311452,0
446219,0
135558,0
391457,0
213713,0
202757,0
439410,0
161801,0
281425,0
308617,0
330128,0
394841,0
404365,0
174404,0
177996,0
109659,0
448217,0
363409,0
127795,0
249598,0
315885,0
168812,0
253817,0
295201,0
316505,0
143787,0
330868,0
378301,0
427409,0
429920,0
354987,0
199671,0
384143,0
216071,0
334811,0
158401,0
141079,0
298931,0
174692,0
405916,0
351534,0
260053,0
373312,0
184457,0
430293,0
388118,0
122754,0
239945,0
221385,0
117898,0
126342,0
108440,0
334445,0
360507,0
410688,0
267749,0
153141,0
242563,0
254758,0
335035,0
392663,0
379193,0
446142,0
429812,0
361753,0
427511,0
404245,0
114398,0
419262,0
130853,0
312999,0
323247,0
454149,0
148950,0
253497,0
341436,0
330731,0
110998,0
280936,0
226781,0
246720,0
418681,0
258757,0
180235,0
225089,0
147918,0
394287,0
177635,0
370142,0
366854,0
286267,0
203885,0
440172,0
164328,0
270502,0
130149,0
431055,0
220656,0
114591,0
412227,0
265647,0
236411,0
133397,0
177590,0
208887,0
187734,0
454248,0
185385,0
307794,0
241316,0
148741,0
445204,0
110912,0
389810,0
283452,0
389316,0
300626,0
210066,0
277631,0
157243,0
300101,0
377557,0
226619,0
171611,0
309245,0
420730,0
125960,0
444358,0
222403,0
268519,0
391315,0
174833,0
414193,0
137620,0
340369,0
123844,0
327197,0
437162,0
406362,0
329412,0
110032,0
239793,0
436911,0
131315,0
312118,0
255902,0
134149,0
258386,0
416509,0
211644,0
163383,0
375834,0
125666,0
359705,0
252432,0
287583,0
257979,0
280405,0
260801,0
319266,0
293793,0
125905,0
257032,0
198768,0
252397,0
154059,0
182709,0
315036,0
200108,0
259625,0
300539,0
116519,0
306544,0
362643,0
232718,0
409321,0
420794,0
307386,0
208413,0
203068,0
247162,0
411154,0
289736,0
450582,0
406720,0
426776,0
400688,0
120569,0
302928,0
125893,0
212452,0
293341,0
224901,0
310047,0
116293,0
423199,0
218922,0
100244,0
415889,0
408948,0
392040,0
418008,0
296980,0
298370,0
379631,0
179952,0
325119,0
158369,0
432582,0
128163,0
406620,0
446312,0
275736,0
404981,0
230485,0
246831,0
261270,0
286059,0
447566,0
434887,0
328706,0
216788,0
251331,0
248615,0
237764,0
169672,0
195650,0
182972,0
118766,0
141302,0
252400,0
121659,0
285400,0
407244,0
428937,0
250497,0
311148,0
282537,0
319845,0
132725,0
133461,0
120791,0
402183,0
370050,0
416739,0
109666,0
105069,0
258421,0
105211,0
140058,0
107487,0
438246,0
260370,0
425568,0
346072,0
125131,0
190918,0
359219,0
172234,0
360078,0
412987,0
184938,0
363403,0
359243,0
269580,0
196044,0
196896,0
271395,0
138944,0
351913,0
334448,0
285610,0
325833,0
391646,0
129257,0
153590,0
235583,0
116113,0
300254,0
395909,0
390090,0
110556,0
155924,0
437885,0
390769,0
351197,0
439636,0
300657,0
159405,0
219892,0
403325,0
333529,0
135138,0
256456,0
115502,0
279619,0
141391,0
425552,0
271977,0
162230,0
424417,0
204715,0
400762,0
354588,0
257899,0
290447,0
109790,0
134106,0
112173,0
225904,0
120659,0
408223,0
318199,0
363608,0
364198,0
292078,0
112345,0
429468,0
149243,0
169822,0
391307,0
151081,0
119078,0
146654,0
397557,0
377108,0
192831,0
261113,0
165395,0
292276,0
207938,0
214023,0
125299,0
378220,0
440370,0
190003,0
277674,0
388207,0
131817,0
265504,0
453679,0
445066,0
372991,0
240671,0
103657,0
429293,0
313361,0
436286,0
438847,0
208129,0
109827,0
431405,0
196157,0
409702,0
227217,0
193887,0
314254,0
427955,0
286474,0
344962,0
341812,0
321941,0
406555,0
286638,0
237231,0
244017,0
278607,0
258621,0
444438,0
346581,0
169949,0
343208,0
274385,0
162285,0
132408,0
207336,0
326648,0
267731,0
205315,0
289934,0
454351,0
325936,0
278721,0
232141,0
133974,0
203963,0
367080,0
407222,0
263991,0
399509,0
274739,0
248941,0
137778,0
252055,0
305468,0
164791,0
246682,0
171616,0
411494,0
168386,0
349545,0
265747,0
145967,0
234423,0
180984,0
332227,0
237521,0
144615,0
175482,0
344796,0
104636,0
129190,0
299458,0
102941,0
238112,0
174769,0
409547,0
412665,0
309496,0
299506,0
404700,0
282818,0
311264,0
221879,0
441036,0
263589,0
282495,0
324422,0
449451,0
102990,0
331292,0
393444,0
430366,0
166383,0
280797,0
192392,0
241611,0
318866,0
171889,0
280002,0
268321,0
302064,0
303838,0
420553,0
218850,0
300402,0
294093,0
183669,0
118712,0
396430,0
211215,0
226870,0
287890,0
289864,0
434724,0
369576,0
159640,0
233252,0
308748,0
141980,0
334015,0
222607,0
407124,0
255768,0
350834,0
356833,0
223910,0
420564,0
204402,0
158243,0
257699,0
193471,0
403058,0
136444,0
197880,0
416423,0
244607,0
234742,0
153348,0
432218,0
451914,0
415927,0
222354,0
416450,0
260061,0
258113,0
293315,0
271974,0
194585,0
452654,0
399596,0
329369,0
206763,0
262333,0
453117,0
123602,0
147424,0
259363,0
147492,0
287232,0
363175,0
194525,0
415476,0
169130,0
422705,0
394326,0
112427,0
164731,0
333527,0
233467,0
451068,0
157680,0
231766,0
181519,0
147908,0
241614,0
130639,0
146192,0
321556,0
183654,0
365314,0
420715,0
219292,0
162067,0
106904,0
394528,0
328205,0
307749,0
113958,0
379882,0
269330,0
169128,1
351857,0
408678,0
199040,0
335456,0
385019,0
101145,0
403014,0
162620,0
339337,0
371112,0
362245,0
422822,0
376160,0
247119,0
432611,0
400159,0
404016,0
246248,0
147273,0
364889,0
169699,0
404937,0
105746,0
375777,0
252714,0
408664,0
126017,0
402795,0
115138,0
129838,0
362966,0
317702,0
173757,0
109982,0
343589,0
353865,0
136658,0
135444,0
105108,0
410826,0
238940,0
372392,0
166412,0
392318,0
132648,0
438800,0
287163,0
180830,0
267061,0
355616,0
275879,0
118900,0
129368,0
379042,0
234295,0
311898,0
188978,0
370621,0
186370,0
137600,0
360810,0
450736,0
331288,0
298539,0
332869,0
361143,0
357737,0
184023,0
372517,0
395650,0
328662,0
313966,0
104545,0
111887,0
301729,0
222045,0
332122,0
243846,0
244923,0
331995,0
411641,0
442089,0
182925,0
223433,0
227812,0
349382,0
269351,0
241017,0
112522,0
310107,0
147760,0
186182,0
125118,0
303481,0
432846,0
116508,0
288294,0
162556,0
211404,0
148619,0
359077,0
327939,0
382511,0
195606,0
211667,0
408080,0
319865,0
362314,0
108146,0
278747,0
254951,0
173974,0
113253,0
448598,0
385211,0
243437,0
296388,0
253774,0
279418,0
322231,0
141051,0
220131,0
411632,0
259910,0
110705,0
392226,0
197694,0
177396,0
175512,0
213519,0
127497,0
407101,0
100886,0
344512,0
419268,0
223722,0
256541,0
158540,0
192068,0
442004,0
336243,0
207862,0
375756,0
207319,0
354706,0
170632,0
102045,0
416332,0
299920,0
428819,0
403282,0
227454,0
407159,0
311889,0
200252,0
272732,0
105218,0
419540,0
391689,0
240343,0
148154,0
242179,0
116572,0
437796,0
297732,0
174762,0
340187,0
150067,0
131594,0
299009,0
356064,0
130268,0
176028,0
448662,0
174632,0
310504,0
226695,0
269461,0
450192,0
310310,0
261829,0
276154,0
256164,0
284337,0
327235,0
182859,0
394228,0
419490,0
160561,0
397349,0
218909,0
113292,0
362337,0
293359,0
327130,0
394667,0
271831,0
167520,0
186562,0
400658,0
232660,0
241493,0
170306,0
331470,0
349030,0
259983,0
352326,0
341054,0
416205,0
399929,0
409605,0
387330,0
264605,0
456082,0
272699,0
411537,0
291368,0
194427,0
412977,0
421912,0
409182,0
451949,0
267516,0
147707,0
395947,0
196432,0
210230,0
338200,0
276020,0
187746,0
317213,0
324215,0
421533,0
422090,0
396325,0
122587,0
390735,0
449570,0
247030,0
